Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
BcDNA:RE60135,Q9VRT7,38693,target gene,No,11
-,A2VEP8,-,target gene,No,36
CG15067-RA,C1C5B4,-,target gene,No,3
-,Q960C8,-,target gene,No,14
Sf3a2,Q9VU15,39456,target gene,No,22
-,Q8SZ97,-,target gene,No,2
CG6152,A1Z9F4,36507,target gene,No,38
Cyp12c1,Q9VVR9,40037,target gene,No,5
Acp33A,O46227,3772154,target gene,No,6
Dmel\CG4297,Q9VPQ4,33222,target gene,No,30
Spn42Dc,A1Z6R4,35600,target gene,No,10
Ldsdh1,Q9W3K9,31726,target gene,No,5
CG6020-RA,A0A024E3A5,-,target gene,No,26
tej,A1Z9P1,36590,target gene,No,41
DmTOM1,Q9VSZ1,39093,target gene,No,25
Mhcl,Q8INC3,41955,target gene,No,34
Dlish,A1ZAY1,37014,target gene,No,11
upd3,Q59E38,3346149,target gene,No,16
RpL15,O17445,3354918,target gene,No,48
LD24471,O77477,37787,target gene,No,16
CG31959,M9PEE5,33601,target gene,No,5
Dmel\CG18622,Q9VEQ3,42044,target gene,No,16
Dmel\CG13024,Q9VVA5,39880,target gene,No,12
CG4783-RA,C4XVH5,-,target gene,No,1
-,Q32UY6,-,target gene,No,12
CG6240,Q4V4L6,-,target gene,No,3
mRRF2,Q9VCX4,42670,target gene,No,5
CG5919-RA,B5RIJ6,-,target gene,No,27
Dmel\CG43255,M9NEB4,12797953,target gene,No,4
Ubc4,P52486,39133,target gene,No,33
Dmel\CG5013,Q9VEZ4,41951,target gene,No,22
-,Q5MRG2,-,target gene,No,6
Dmel\CG14262,Q9VB54,43286,target gene,No,2
Dmel\CG13117,Q9VL93,34289,target gene,No,17
mRpS9,Q8SXF0,40932,target gene,No,15
Dmel\CG11699,Q9VYX5,32101,target gene,No,31
tyf,Q9W4M7,31363,target gene,No,29
Dmel\CG45307,X2JDL1,19834846,target gene,No,2
Dmel\CG31287,Q8INB8,318663,target gene,No,30
Dmel\CG12814,A0A0B4KFK4,41246,target gene,No,14
CG15607,A1ZAP8,36924,target gene,No,15
VhaSFD,Q9V3J1,34997,target gene,No,30
Impbeta11,Q7K0Q2,36732,target gene,No,10
-,B4YWZ6,-,target gene,No,12
CG15740-RB,I0C0M4,-,target gene,No,4
Oseg4,Q9W097,38219,target gene,No,4
RpS15Ab,Q7KR04,36142,target gene,No,18
CG1213-RC,C1C3I4,-,target gene,No,2
Mmp1,Q9W122,37949,target gene,No,35
Dmel\CG14712,Q9VGL0,41397,target gene,No,20
Cp19,P07186,39000,target gene,No,6
Mob3,Q9VL13,34372,target gene,No,10
Dmel\CG15530,Q9VA96,43589,target gene,No,9
Alp6,Q7K3X8,35981,target gene,No,6
Dmel\CG6901,Q9VEW9,41977,target gene,No,2
CG34317-RA,Q86P94,-,target gene,No,26
CG34354-RE,A0A0H4Y1N6,-,target gene,No,7
Dmel\CG13295,Q9VRT6,38692,target gene,No,13
Dmel\CG44296,A0A0B4LF36,19835750,target gene,No,17
Vps36,Q9VU87,39523,target gene,No,35
CG12511-RA,B6IDP6,33797,target gene,No,3
-,Q9VLS1,34114,target gene,No,16
hay,Q02870,39202,target gene,No,33
-,Q6AWR7,-,target gene,No,30
Dmel\CG30108,A1ZAX2,246460,target gene,No,11
Hesr,Q9VWX7,32800,target gene,No,4
Cpr49Ab,A1Z8Y3,36345,target gene,No,8
temp,Q9W501,31212,target gene,No,18
-,Q9VFS8,41672,target gene,No,29
Dmel\CG8620,B7Z0C5,50310,target gene,No,24
CG32650,Q6NLI9,-,target gene,No,1
Pop2,X2JCC3,39366,target gene,No,36
CG17211-RA,F3YDL4,-,target gene,No,9
CG4459-RA,D0IQI0,-,target gene,No,14
bs17c12.y1,Q9VT14,39114,target gene,No,3
CG8054,Q961H2,246552,target gene,No,16
Dmel\CG17362,Q9VUB0,39545,target gene,No,1
Bacc,Q9VQF7,33462,target gene,No,44
FucT6,Q9VYV5,32122,target gene,No,34
-,B8A3Z9,-,target gene,No,3
-,A9YHP5,-,target gene,No,16
-,A9YGP9,-,target gene,No,26
mTerf3,Q9VPD5,40279,target gene,No,17
CG10703,Q3ZAL1,-,target gene,No,8
CG11073-RA,D0Z748,37519,target gene,No,6
CG32023,Q4V6J7,-,target gene,No,1
Dmel\CG5555,A0A0B4KHR2,42302,target gene,No,27
Sgs5bis,Q9VEI6,42113,target gene,No,1
CG9966,A8DYT7,5740554,target gene,No,1
Kmn1,Q9VYX4,32102,target gene,No,12
-,Q6AWL9,-,target gene,No,34
CG30285-RA,D3DMJ3,-,target gene,No,2
S2P,Q7JZ56,36262,target gene,No,20
-,A5X798,-,target gene,No,23
Dmel\CG5556,Q9VQ01,33320,target gene,No,2
Tctp,Q9VGS2,41341,target gene,No,35
-,A9YIY3,-,target gene,No,2
-,Q8SY04,-,target gene,No,13
att-ORFB,Q7KSA5,2768673,target gene,No,1
Spg7,Q9W4W8,31253,target gene,No,12
BcDNA.GH06717,Q9U4G9,-,target gene,No,32
CG14522,Q86D34,43414,target gene,No,40
Dmel\CG15517,Q9VAE6,43537,target gene,No,36
-,A9YGT9,-,target gene,No,3
Rfx,A0A0B4K653,41266,target gene,No,32
mRpL34,Q0E959,4379878,target gene,No,44
CG5845,Q95SM7,-,target gene,No,1
Dmel\CG3880,Q9W115,37957,target gene,No,7
Dmel\CG12912,Q0IGZ2,36075,target gene,No,2
Mocs2A,P0C919,8674021,target gene,No,22
CG2111-RA,C5WLQ3,-,target gene,No,2
GH07925p,Q9VVU1,40059,target gene,No,50
Papst2,Q9VVD9,39914,target gene,No,19
ppl,Q9U616,40349,target gene,No,18
Dmel\CG31086,Q9VBG7,43179,target gene,No,3
Grx1,Q9VVT6,40053,target gene,No,7
Dmel\CG5597,Q9W1H6,37789,target gene,No,4
-,B4YXD2,-,target gene,No,49
Rab3-GAP,Q9VKB9,34626,target gene,No,13
Dmel\CG10898,Q9VGM4,41384,target gene,No,32
-,Q29QV6,-,target gene,No,22
-,C5I7A3,-,target gene,No,21
CG13290,Q6NR09,3885637,target gene,No,20
Parg,O46043,31329,target gene,No,28
raptor-RA,C3KKC3,-,target gene,No,20
krimp,A1ZAC4,36804,target gene,No,25
-,Q8T9C8,-,target gene,No,35
Ipk1,Q9W2Q7,37360,target gene,No,25
CG15407,Q8IPZ9,2768938,target gene,No,6
CG17341,A0A1W5PXH3,34829,target gene,No,9
Golgin104,Q9VV40,39810,target gene,No,15
escl,Q9VKD5,34611,target gene,No,14
-,Q8IGN8,-,target gene,No,50
mRpS25,Q9VY28,32395,target gene,No,20
RhoGAP100F,Q9V9S7,43758,target gene,No,32
Pex12,Q9VPT5,33256,target gene,No,23
-,B4YWS1,-,target gene,No,11
mRpL15,Q9VPF6,40261,target gene,No,19
CG7683,Q961G6,-,target gene,No,36
rdgC,P40421,40224,target gene,No,18
-,Q95RA2,-,target gene,No,23
-,Q5MVI7,-,target gene,No,6
CaBP1,Q9V438,34976,target gene,No,24
TfIIEbeta,O96881,38527,target gene,No,15
Dmel\CG12490,Q9W1Z2,37623,target gene,No,2
Sfxn1-3,Q9VN13,40552,target gene,No,35
PIG-A,Q7JUM3,37020,target gene,No,11
-,Q6IIM1,-,target gene,No,15
Parp,P35875,3355109,target gene,No,14
-,O97420,31147,target gene,No,20
Dmel\CG8963,Q7K581,36913,target gene,No,25
Megf8,Q9VLT6,34099,target gene,No,48
Eph,Q9V4E5,43803,target gene,No,47
MFS16,Q8MLW5,37427,target gene,No,33
CG9975-RB,E8NH99,-,target gene,No,11
Mrtf-RC,D3PFE1,-,target gene,No,26
Vm26Aa,P11449,33829,target gene,No,4
CheB93b,Q8IN27,318736,target gene,No,56
gpp,Q8INR6,40793,target gene,No,47
COX7A,Q9VHS2,50002,target gene,No,25
Dmel\CG8010,Q9VWJ4,32921,target gene,No,31
Dmel\CG11977,Q9VHJ0,41076,target gene,No,1
pn,O18399,31194,target gene,No,13
mt:ND5,P18932,19893549,target gene,No,21
tmod-RA,C8VV00,-,target gene,No,48
Dmel\CG8206,Q9VXQ7,32516,target gene,No,16
CG8087-RA,B3LF75,-,target gene,No,9
-,B5RIY9,-,target gene,No,28
Ir31a,M9PCT4,318912,target gene,No,7
-,Q86NX8,-,target gene,No,28
sn,Q24524,31717,target gene,No,25
-,Q8MRT5,-,target gene,No,23
Sf3b1,Q9VPR5,33235,target gene,No,25
CG1371-RA,B9EQR0,-,target gene,No,27
Dmel\CG14252,Q9VBA2,43238,target gene,No,26
anon-37B-2,Q9VJ11,35174,target gene,No,15
-,Q29QH1,-,target gene,No,4
CG9684-RA,N0A2N3,-,target gene,No,22
vis,A1Z913,36372,target gene,No,11
-,Q95U69,-,target gene,No,4
aSMase,A0A0B4LGL2,37884,target gene,No,17
BcDNA:RE41041,Q9VC78,42914,target gene,No,2
CG7829-RB,Q8IMK3,-,target gene,No,2
nAChRalpha4,A0A0S0WNY8,40521,target gene,No,4
-,Q9V9Z9,43691,target gene,No,28
Evi5,Q9VYY9,32088,target gene,No,39
Saf6,Q9VPT4,33255,target gene,No,22
Dmel\CG11905,Q9VVC1,39895,target gene,No,10
lqf,Q9VS85,38846,target gene,No,32
Nak,Q9VJ30,35154,target gene,No,26
DCAF12,Q9VGE3,41460,target gene,No,16
Dmel\CG12134,Q7JRI4,-,target gene,No,16
CG1801-RC,G7H811,-,target gene,No,9
CG14766,A8DY64,5740655,target gene,No,4
-,Q9VWD6,32982,target gene,No,23
-,A0JQ30,-,target gene,No,2
Dmel\CG7376,Q9VRV2,38715,target gene,No,15
ETHR,Q9VDC4,42523,target gene,No,17
Dmel\CG14693,A0A0B4KGS5,41299,target gene,No,21
Dmel\CG14635,Q9W5C9,31032,target gene,No,15
Dmel\CG10845,Q9VC13,42978,target gene,No,1
BcDNA:RE03722,Q8IQC6,317834,target gene,No,19
-,Q5U137,-,target gene,No,33
-,A8DYY5,5740752,target gene,No,22
ema,Q9VEV4,41992,target gene,No,30
-,A9UNH4,-,target gene,No,4
CG31846,A0A0R4STL4,326165,target gene,No,17
fzo,O18412,42745,target gene,No,6
Dmel\CG3078,X2JDK7,31211,target gene,No,5
BG:DS07108.4,Q95R94,-,target gene,No,4
-,Q9VSH9,38943,target gene,No,10
CG10486-RB,C6SUV5,-,target gene,No,2
dLEM3,Q9VIE0,35395,target gene,No,27
CG15650-RA,I1W6K8,-,target gene,No,3
GAPcenA,A8JNN5,38945,target gene,No,27
-,A9YJZ4,-,target gene,No,1
Irbp18,Q9VTE8,39243,target gene,No,28
Ance-5,Q9W0Z1,37980,target gene,No,5
verm-RF,F0JAP8,-,target gene,No,7
Dmel\CG16964,Q9VKE1,34605,target gene,No,1
mRpL19,Q9VHN6,41028,target gene,No,16
Rab19,O18339,38930,target gene,No,12
CG14837-RC,B9ER06,-,target gene,No,5
Dmel\CG11029,Q9VMM8,33804,target gene,No,2
Rpb12,Q6IGE3,5740790,target gene,No,14
Dmel\CG34208,A8DYL9,5740805,target gene,No,5
Dmel\CG18048,Q8SX24,40782,target gene,No,25
CG6522-RA,H1UUM7,-,target gene,No,25
Yip1d1,Q9VK46,34696,target gene,No,24
CG43121-RA,F3YD65,-,target gene,No,5
CG14932,Q4V4T5,-,target gene,No,8
-,Q8MRU8,-,target gene,No,13
dpr5,Q961T8,41381,target gene,No,11
Or85f,Q9VHE6,41119,target gene,No,3
Tektin-A,Q9V3M9,34934,target gene,No,2
l(3)04053,Q9VNR6,46158,target gene,No,40
Tbh,Q86B61,31718,target gene,No,20
Dmel\CG10362,Q9VYR9,32157,target gene,No,3
Spt5,Q9V460,53442,target gene,No,19
hrm,Q7JWI7,35499,target gene,No,31
Dmel\CG1309,Q9VZF1,38519,target gene,No,18
cdm,Q9VEC5,42171,target gene,No,25
Obp51a,Q7KE33,246666,target gene,No,3
SmD2,Q9VI10,40781,target gene,No,22
Dmel\CG13806,Q8SXL5,38292,target gene,No,35
-,Q95U04,-,target gene,No,9
anon-WO0172774.118,Q9VSW7,39069,target gene,No,31
Nmdar1,Q24418,40665,target gene,No,18
Dmel\CG17189,Q9VB77,43263,target gene,No,2
Dmel\CG1774,Q9V9W4,43722,target gene,No,5
-,Q8SYZ5,-,target gene,No,9
-,Q6NNT5,-,target gene,No,24
Dmel\CG13937,M9PBI7,38249,target gene,No,15
tomboy40,A1Z6L1,35553,target gene,No,2
Sod2,Q00637,36878,target gene,No,17
Kaz1-ORFB,Q7KYD6,3772691,target gene,No,4
Dmel\CG4586,Q9W3U0,31641,target gene,No,20
Dmel\CG14931,M9PCR1,34588,target gene,No,3
Dmel\CG13891,Q9W0Q5,38066,target gene,No,2
KaiR1D,Q9VDH5,42473,target gene,No,7
l(2)dtl,Q24371,46326,target gene,No,29
-,Q8MYT5,-,target gene,No,1
-,Q9VKB4,34631,target gene,No,10
Ptpa,Q9VQQ0,33555,target gene,No,23
-,A9YIZ3,-,target gene,No,2
Mitf,C3KGP2,3885647,target gene,No,33
-,Q8MZ40,-,target gene,No,7
Dmel\CG8800,A1Z7U2,35962,target gene,No,3
-,B1PGY3,-,target gene,No,3
para,P35500,32619,target gene,No,9
CG34239,M9PEU1,39231,target gene,No,11
CG34012-RA,B3DN16,-,target gene,No,7
-,G3LFF5,-,target gene,No,26
Cpes,O77475,37782,target gene,No,40
clone 20,Q9VG91,41511,target gene,No,6
CG15673,Q4V5Q4,-,target gene,No,11
Gnpnat,Q9VAI0,43504,target gene,No,11
Ubc7,Q9VXE8,44054,target gene,No,17
CG10999-RB,C9QPD4,40722,target gene,No,7
dy,Q9VYU7,32130,target gene,No,7
-,Q8T8X7,-,target gene,No,26
Dmel\CG13955,A1Z7U5,35968,target gene,No,26
Cp16,P22977,39001,target gene,No,5
SkpD,Q9VWC5,32995,target gene,No,4
-,Q29QG5,-,target gene,No,12
EG:BACR43E12.4,Q9W4V2,31277,target gene,No,2
Toll-9,Q9VPH1,40245,target gene,No,9
JMJD5,Q9W0M3,38097,target gene,No,6
Reck,Q9VUJ2,39629,target gene,No,49
unc-13-RB,D0Z730,-,target gene,No,51
Gfrl,A0A0B4K7J4,3346162,target gene,No,8
Tmc,A0A0U1QT59,26067066,target gene,No,4
Dmel\CG31473,Q8INR5,318753,target gene,No,2
Dm GMCgamma1,Q9VY02,32422,target gene,No,6
Dmel\CG4702,A0A0B4K6G0,41472,target gene,No,9
Dmel\CG31347,Q8INI3,318693,target gene,No,3
Dmel\CG15317,Q9W333,31898,target gene,No,20
Dmel\CG14174,Q9VT39,39139,target gene,No,8
Sema1a,Q24322,34192,target gene,No,48
-,Q95T03,-,target gene,No,37
anon-WO0257455.23,M9PC68,39271,target gene,No,30
CG7627-RA,B3DN70,-,target gene,No,25
Gs1l,Q94529,33653,target gene,No,18
Phae2,Q9VKA8,34638,target gene,No,6
Dmel\CG3831,A0A0B4KFG3,37648,target gene,No,19
DNApol-alpha50,Q24317,38942,target gene,No,3
Mvb12,Q9VWY7,32791,target gene,No,31
Dmel\CG13562,A0A0B4K8B1,37797,target gene,No,2
gry-RB,W8PHN3,-,target gene,No,22
Dmel\CG3349,Q9VUI7,39623,target gene,No,16
CG7362-RA,G4LU60,-,target gene,No,2
CG14857,Q4V539,-,target gene,No,4
CG13026,Q0IGZ1,-,target gene,No,2
-,Q8MT09,-,target gene,No,2
Sk1,Q9VYY8,32089,target gene,No,5
CG6789,C0ML32,-,target gene,No,1
GYCb100B,Q9VPA9,40303,target gene,No,26
Dmel\CG42713,M9MRN8,10178890,target gene,No,1
CG14523-RA,C1C550,-,target gene,No,10
cg4269,Q9W239,37578,target gene,No,23
-,Q1EC02,-,target gene,No,2
GNBP2,Q9VVR4,40033,target gene,No,6
Arl5,Q9VSG8,38931,target gene,No,26
-,Q8SYJ5,-,target gene,No,16
eIF2beta,P41375,39433,target gene,No,28
PDZ-GEF,Q9VMF3,33881,target gene,No,44
BVRA,M9PE54,33420,target gene,No,3
-,Q5U0Z2,-,target gene,No,33
Dmel\CG33631,Q4AB37,3771784,target gene,No,1
CG5484-RC,H8F4V3,-,target gene,No,26
beat-Ic,Q9VJM4,34945,target gene,No,9
VGAT,A1Z9M6,36574,target gene,No,7
-,Q95TW3,-,target gene,No,15
Dmel\CG6834,Q9VGJ7,41409,target gene,No,3
Fgop2,Q9VM65,33971,target gene,No,20
halo,B7YZU6,33334,target gene,No,7
Sec5,Q9VQQ9,33563,target gene,No,11
beat-IIb-RA,E0R975,-,target gene,No,6
CG8728-RA,Q7K3W2,35748,target gene,No,25
rno,Q7YZH1,38027,target gene,No,32
CG14878,A0A0B4LHH2,41932,target gene,No,4
Dmel\CG42554,E1JHX0,8674073,target gene,No,16
Ranbp21,Q9VWE7,32970,target gene,No,22
Elk,A1ZB14,37047,target gene,No,7
fus,Q9BJZ5,44095,target gene,No,26
Rbf2,Q9VF04,41941,target gene,No,27
msb1l,Q9VIT3,35254,target gene,No,21
Dmel\CG31917,Q9VMV7,326171,target gene,No,13
-,Q8MR45,35989,target gene,No,5
-,A2VER8,-,target gene,No,3
Glt,P33438,34193,target gene,No,9
CG11352-RD,Q6NN10,-,target gene,No,43
Send2,Q7KT95,34836,target gene,No,1
Dmel\CG8671,Q9VID5,35400,target gene,No,26
-,Q86P13,-,target gene,No,22
Ugt36Ba,Q4V433,-,target gene,No,1
CHORD,Q9VCC0,42874,target gene,No,14
pim,Q24454,34404,target gene,No,21
Dmel\CG15579,Q9W4L4,50380,target gene,No,2
Pldn,Q9VTM0,39315,target gene,No,34
Ski6,Q9VK19,34721,target gene,No,16
Dmel\CG8915,Q9VX63,32715,target gene,No,19
mRpL55,Q9VE04,42290,target gene,No,32
dmGlut,Q9VKC9,47253,target gene,No,26
Tango5,Q9W2S1,326232,target gene,No,45
Dmel\CG11768,Q9VHM0,41046,target gene,No,5
CG8197,Q6NL35,-,target gene,No,15
mTerf5,Q9VEB4,42182,target gene,No,14
Dmel\CG3342,Q9W3Z4,31586,target gene,No,5
-,Q8SX19,-,target gene,No,23
CG16995-RA,F2FBB2,-,target gene,No,2
-,Q95SP1,-,target gene,No,18
CG10265-RB,Q7K2K2,36676,target gene,No,19
Cyp313a5,Q9VGB5,41486,target gene,No,3
Dmel\CG15484,Q9VK61,34682,target gene,No,11
-,F6J3G5,-,target gene,No,32
-,Q29QK1,-,target gene,No,1
CG4573-RA,B5RJ44,-,target gene,No,9
Rassf,Q9VCQ7,42734,target gene,No,22
-,A9YKL1,-,target gene,No,2
CG31188,Q6NL44,3772658,target gene,No,25
Dmel\CG14491,A1ZB13,37046,target gene,No,1
-,Q1ECA8,-,target gene,No,9
CG30296,A8YPP4,-,target gene,No,20
Sox21b,M9PCG2,39569,target gene,No,36
-,Q6NNT4,-,target gene,No,2
-,J7KEC1,-,target gene,No,7
-,Q1RKR5,-,target gene,No,24
AIMP2,Q9VUR3,39690,target gene,No,21
Dd,Q9VRG7,33107,target gene,No,43
dpa,Q26454,35679,target gene,No,20
BcDNA:GH07921,Q9VT61,39161,target gene,No,27
Lim3,M9PD53,35184,target gene,No,13
Sam-S,P40320,48552,target gene,No,40
-,Q6NNC9,-,target gene,No,36
-,Q8SXM6,-,target gene,No,19
Gr39a,P58958,117346,target gene,No,4
-,F6J1V1,-,target gene,No,31
CG4553-RA,C0HBU7,-,target gene,No,17
GckIII,Q9VEN3,42064,target gene,No,18
-,Q95T84,-,target gene,No,6
Mat1,Q7KPG8,36130,target gene,No,42
-,Q107J2,-,target gene,No,23
bs29f09.y1,Q86BK2,3772453,target gene,No,3
Dmel\CG7182,Q9VSI1,38944,target gene,No,23
-,C0JXA4,-,target gene,No,12
CG14057,Q4V4M5,-,target gene,No,21
RpS15Aa,P48149,44150,target gene,No,58
-,Q8MT31,-,target gene,No,7
tex,Q9VHT2,40983,target gene,No,31
CG45093,A1Z745,246653,target gene,No,45
CG11693-RA,G2J5V7,-,target gene,No,3
CG32687,F6J9D1,-,target gene,No,6
-,C5I7L3,-,target gene,No,6
Vps26,Q9W552,31144,target gene,No,13
Nepl16,Q9VBX6,43014,target gene,No,13
cg7461,A1ZBJ2,37217,target gene,No,29
Tom40,Q9U4L6,44978,target gene,No,25
CT9987,Q9W0J9,38124,target gene,No,1
-,Q5IFA6,-,target gene,No,9
CG8157-RA,G7H850,-,target gene,No,4
-,Q8MYX1,-,target gene,No,6
Dmel\CG42372,B7YZH8,7354379,target gene,No,14
Dmel\CG32267,Q8IRD0,317946,target gene,No,20
Dmel\CG13594,Q9W131,37940,target gene,No,7
CG15742-RC,F5XVH0,-,target gene,No,25
-,Q95RN0,41495,target gene,No,40
Dmel\CG10208,Q9VCH7,42814,target gene,No,3
wdb,Q9VB23,43312,target gene,No,38
drosha,Q7KNF1,35747,target gene,No,17
-,B1PH90,-,target gene,No,2
tra,P11596,39849,target gene,No,21
Dph5,Q8IN02,42663,target gene,No,21
Dmel\CG11018,Q7JXG2,37259,target gene,No,6
dsx-c73A,Q9VV62,39831,target gene,No,10
Mrtf,B7Z043,38338,target gene,No,26
Dmel\CG43750,M9PCB9,14462673,target gene,No,3
Dmel\CG34163,A1A6N4,5740407,target gene,No,16
CG30371,Q4V4E3,-,target gene,No,2
CG6867-RA,C0PTW8,-,target gene,No,6
FBXL2,A0A0B4KEU4,36244,target gene,No,39
IntS1,Q9W1C5,37840,target gene,No,14
Dmel\CG32756,Q95RH3,318193,target gene,No,11
Dmel\CG14053,Q9W510,31197,target gene,No,22
Skp2,Q7YZ95,40548,target gene,No,28
CSN5,Q9XZ58,42000,target gene,No,20
-,F6J842,-,target gene,No,4
Dmel\CG42498,E1JIY8,8674046,target gene,No,13
Acp1,Q26416,34052,target gene,No,2
CG30022;CG30023,Q86PD3,36233,target gene,No,19
-,Q8MSW5,-,target gene,No,15
Dmel\CG1537,Q9VZ38,32037,target gene,No,1
Dmel\CG3984,Q9VFD0,41821,target gene,No,11
Spt3,Q9VGE2,41461,target gene,No,15
Dmel\CG3955,Q7K2X4,36438,target gene,No,10
CG30471-RA,F7VJS4,246633,target gene,No,2
Dmel\CG12862,A1Z9T0,36625,target gene,No,5
Dmel\CG1703,Q9VYW4,32112,target gene,No,28
CG42402-RA,C9QPE4,-,target gene,No,10
-,B8Q866,-,target gene,No,31
CG1814-RA,D0IQ94,-,target gene,No,46
LManI,Q9VKV2,34436,target gene,No,15
mei-218,Q0KHR4,3772646,target gene,No,17
ksr,Q24171,40660,target gene,No,14
enok-RA,D0IQI5,-,target gene,No,31
-,A9YKA2,-,target gene,No,16
-,Q8MRB3,-,target gene,No,2
Dmel\CG7054,Q9VD02,42643,target gene,No,11
nwk-RA,F2FB98,-,target gene,No,30
-,A9YIZ2,-,target gene,No,2
Dmel\CG5599,Q9VXY3,32441,target gene,No,25
Dmel\CG13001,Q9VX94,32684,target gene,No,35
CG33558-RA,D0IQI8,-,target gene,No,31
-,B1P7D4,-,target gene,No,4
-,G3LST9,-,target gene,No,3
CG12187-RA,L7Z8N6,-,target gene,No,10
p190,Q7JQY8,36156,target gene,No,38
CG42506,M9PF59,32889,target gene,No,29
side-V,A0A0C4DH96,37679,target gene,No,28
Dmel\CG2938,Q9W4P0,31347,target gene,No,16
ltl,Q9VS84,38845,target gene,No,11
SART1,E1JHG4,34608,target gene,No,16
-,Q4QQA8,-,target gene,No,23
-,Q29QH8,-,target gene,No,3
CG42458-RA,B9EQZ5,-,target gene,No,8
Sardh,A1ZAZ2,37026,target gene,No,3
Dmel\CG11350,Q9VZB3,38554,target gene,No,1
IFT57,Q9VQS5,33579,target gene,No,17
-,A9YKA7,-,target gene,No,4
Dmel\CG14551,Q9VBH6,43171,target gene,No,3
-,Q8T3K0,-,target gene,No,2
Dmel\CG42231,B7YZW2,7354432,target gene,No,29
Atg16,B7Z0R7,326115,target gene,No,32
CG31482-RA,D2NUL1,-,target gene,No,2
dos,Q9VZZ9,38321,target gene,No,30
Karl-RB,C4IY11,-,target gene,No,16
CG5376-RA,F3YDD3,-,target gene,No,3
-,Q8MZG6,-,target gene,No,38
CG11241,A2RVI4,-,target gene,No,6
Iris,Q9VPX0,33290,target gene,No,8
H2.0,P10035,33841,target gene,No,15
CG13770,Q9VMA6,33931,target gene,No,15
Gad1,P20228,38484,target gene,No,14
CG7202,A8E6R1,-,target gene,No,8
rad201,Q86P74,-,target gene,No,11
beat-Vb,Q9VG19,41583,target gene,No,9
BcDNA:LD12750,Q9VYS6,32150,target gene,No,14
CG14227,Q4V5P9,-,target gene,No,6
CG10500,Q8SY25,37437,target gene,No,37
Muc55B,A1ZB24,37057,target gene,No,1
Dmel\CG12608,Q9VXW3,32463,target gene,No,27
CG30143,Q4V6U5,-,target gene,No,8
-,Q9Y106,31533,target gene,No,17
comt,P46461,47091,target gene,No,25
Frq,Q494M0,-,target gene,No,5
DIP-theta,Q9VMN6,33795,target gene,No,11
Gr64a,P83293,117481,target gene,No,5
Kr-h2,Q9V447,33859,target gene,No,31
-,Q8MRY6,-,target gene,No,12
BG:DS09218.3,Q9VJK9,34975,target gene,No,29
-,B1P7F0,-,target gene,No,2
lincRNA.S6902,Q9VFA8,41842,target gene,No,12
rib,A0A0B4KFC4,44855,target gene,No,31
-,Q5BI80,-,target gene,No,7
Dmel\CG34457,Q4V4V0,5740661,target gene,No,20
CG10314,Q9VNN8,40772,target gene,No,2
CG13064-RA,G2J5W5,-,target gene,No,4
T3dh,Q9W265,37551,target gene,No,7
Gr94a,Q8IMZ5,117339,target gene,No,7
Adh,P00334,3771877,target gene,No,17
-,B4YX11,-,target gene,No,27
BcDNA:RH10371,Q9VV24,39796,target gene,No,2
EloA,Q9VCP0,42749,target gene,No,21
HLH54F-RA,Q0IGR5,-,target gene,No,3
-,A2VEN9,-,target gene,No,13
BcDNA:LD21794,M9PCH3,34069,target gene,No,30
eIF3i,O02195,33710,target gene,No,19
CG5493,A8E780,-,target gene,No,8
CG7255-RE,M9W967,-,target gene,No,20
-,H9BVD2,-,target gene,No,23
Dmel\CG17387,Q9VN57,40595,target gene,No,3
Or88a,Q9VFN2,41715,target gene,No,22
Dmel\CG4133,Q9VPQ3,33221,target gene,No,4
nxf2,Q9VV73,39843,target gene,No,19
CG9314,A0AMY5,-,target gene,No,1
-,Q8MR23,-,target gene,No,2
CG10237-RC,C6TP94,-,target gene,No,16
-,Q7K4Q5,35492,target gene,No,31
Dmel\CG1317,Q9W023,38300,target gene,No,15
CG15622,Q8MZC9,-,target gene,No,1
Q9VXA9,Q9VXA9,32668,target gene,No,14
-,Q9V6U9,36540,target gene,No,24
CG5556-RA,S5NWT1,-,target gene,No,2
Achl,A1Z9R1,36605,target gene,No,9
anon-EST:Posey81,Q8IMJ0,318563,target gene,No,6
Pa1,Q9VYZ8,32079,target gene,No,26
Vha100-1,Q9XZ10,43442,target gene,No,19
Dmel\CG34219,A8DY73,5740281,target gene,No,1
Dmel\CG14223,Q9VWE5,32972,target gene,No,40
pwn,A1Z6W9,44011,target gene,No,10
CG42322-RF,D3DML6,-,target gene,No,6
tipE,P48613,38504,target gene,No,8
resilin,Q9V7U0,36880,target gene,No,3
Dmel\CG13933,Q9W089,38227,target gene,No,15
-,C5I7R5,-,target gene,No,43
Atxn10,B7YZJ4,37016,target gene,No,27
BcDNA:AT06908,Q9VF18,41926,target gene,No,3
Helz,Q9VUH9,39613,target gene,No,29
-,A2VEN1,-,target gene,No,4
CG17777-RB,C9QP85,-,target gene,No,2
p18,Q9VW73,40193,target gene,No,18
CG12453,B8BPV3,7354470,target gene,No,10
Sfp78E,M9PG65,8674005,target gene,No,4
-,Q7JRE6,-,target gene,No,3
mei-P22,Q9VS36,38797,target gene,No,23
CG8016-RA,B3DN98,-,target gene,No,11
gudu,Q9VM21,34014,target gene,No,46
Dmel\CG3500,Q9W1R8,37697,target gene,No,28
